"mm","mdd","dd","hr","Ts_c","VPD","precip","uh","O3_ppb_zR","Rn_MJ","P_kPa","PAR"
5,30,150,4,6.4655,0.209094192,0,2.92071,30,0,100.8,121.8741539
5,30,150,5,6.67238,0.274847701,0,2.63745,30,0.12525444,100.83,345.1773555
5,30,150,6,7.32991,0.347068942,0,2.73417,30,0.4951764,100.86,591.317784
5,30,150,7,8.41186,0.456059545,0,2.80623,30,0.901674,100.84,860.6308545
5,30,150,8,9.58388,0.573064966,0,2.74388,30,1.3086396,100.84,1118.010056
5,30,150,9,10.3014,0.630840751,0,2.46162,30,1.321164,100.8,1090.582515
5,30,150,10,11.2299,0.749247003,0,2.63726,30,1.8648108,100.78,1473.692013
5,30,150,11,11.9731,0.839713993,0,2.12661,30,1.3064904,100.74,1038.555122
5,30,150,12,12.5455,0.89724117,0,2.83988,30,1.356318,100.74,1076.620937
5,30,150,13,13.1882,0.975003709,0,2.6154,30,1.7886492,100.74,1426.982729
5,30,150,14,14.0261,1.070647337,0,2.63547,30,2.0525472,100.73,1599.056253
5,30,150,15,14.5383,1.11027252,0,2.92261,30,1.561284,100.68,1239.551262
5,30,150,16,15.1076,1.277005123,0,2.74008,30,1.0793808,100.67,921.900159
5,30,150,17,15.5651,1.306762804,0,2.97362,30,1.2778344,100.65,1006.973451
5,30,150,18,14.8315,1.200524237,0,2.73911,30,0.31196556,100.65,404.7171435
5,30,150,19,14.0764,1.089139145,0,1.89269,30,0.0727884,100.67,232.0122735
5,30,150,20,12.6786,0.931481935,0,2.22518,30,0,100.73,61.80132105
5,30,150,21,11.585,0.818504499,0,2.25573,30,0,100.79,6.58240407
5,30,150,22,11.4435,0.757687581,0,1.3829,30,0,100.86,0
5,30,150,23,9.60566,0.548643543,0,2.44419,30,0,100.93,0
5,30,150,24,8.11592,0.45321016,0,3.03243,30,0,100.96,0
5,31,151,1,7.72811,0.438809382,0,3.1494,30,0,101,0
5,31,151,2,7.50905,0.393359617,0,3.20985,30,0,101.05,0
5,31,151,3,7.0644,0.350639049,0,2.98451,30,0,101.09,12.59964081
5,31,151,4,6.91537,0.31991294,0,3.06699,30,0,101.13,56.1498534
5,31,151,5,7.14323,0.316219841,0,2.40787,30,0.23779224,101.17,333.5087745
5,31,151,6,7.54851,0.35265193,0,2.6289,30,0.23574852,101.22,255.384396
5,31,151,7,8.07521,0.38089489,0,2.41342,30,0.4707396,101.25,426.4255575
5,31,151,8,8.56287,0.415441461,0,2.0579,30,0.759834,101.31,654.9808545
5,31,151,9,9.9103,0.518485801,0,2.10622,30,1.6870464,101.31,1363.05437
5,31,151,10,11.4953,0.699645305,0,2.38726,30,1.9351368,101.3,1533.898107
5,31,151,11,12.4986,0.875925297,0,2.77675,30,2.1432816,101.27,1672.859925
5,31,151,12,13.5925,1.017789429,0,2.67226,30,1.8289476,101.24,1421.798292
5,31,151,13,13.8938,1.025866483,0,2.47836,30,0.9271512,101.22,732.4409835
5,31,151,14,14.1124,1.028416578,0,1.81475,30,0.5567544,101.19,462.696048
5,31,151,15,14.9919,1.134082597,0,2.71904,30,0.8696556,101.16,668.0807595
5,31,151,16,15.1611,1.133280237,0,2.17321,30,0.8419716,101.13,685.999044
5,31,151,17,15.547,1.170348542,0,2.87086,30,0.8561628,101.12,700.2937755
5,31,151,18,15.5729,1.180950072,0,2.89317,30,0.32844528,101.1,362.729583
5,31,151,19,15.1001,1.081306472,0,1.80893,30,0.024502752,101.09,128.7225045
5,31,151,20,14.1513,0.909381478,0,1.90627,30,0,101.07,23.3375733
5,31,151,21,13.514,0.81986766,0,2.43044,30,0,101.06,3.8563488
5,31,151,22,12.9933,0.751681863,0,2.52105,30,0,101.05,0
5,31,151,23,12.2885,0.656655478,0,2.60785,30,0,101.04,0
5,31,151,24,11.4609,0.568650984,0,2.46264,30,0,101.03,0
6,1,152,1,10.5728,0.507384127,0,2.755,30,0,101.01,0
6,1,152,2,9.86123,0.458620275,0,2.58408,30,0,101,0
6,1,152,3,9.63566,0.439301565,0,2.66328,30,0,100.97,4.388262525
6,1,152,4,9.77796,0.445463523,0,2.6779,30,0,100.96,55.41835635
6,1,152,5,10.2758,0.510287467,0,3.56441,30,0.021109176,100.98,147.7714527
6,1,152,6,10.7083,0.544564192,0,3.47376,30,0.4917024,100.95,493.1137395
6,1,152,7,11.4833,0.614918676,0,3.63257,30,0.7642224,100.92,649.7285535
6,1,152,8,11.8503,0.644315478,0,4.34637,30,0.7386264,100.89,602.7868845
6,1,152,9,13.1616,0.740074184,0,3.34855,30,1.4536548,100.92,1147.19796
6,1,152,10,15.1049,0.907905418,0,3.93126,30,1.9956924,100.88,1527.913692
6,1,152,11,15.9713,0.988330464,0,5.18782,30,1.6958376,100.87,1336.126559
6,1,152,12,17.5348,1.199524367,0,4.21076,30,2.1589956,100.81,1651.583376
6,1,152,13,18.6917,1.363973118,0,4.36289,30,2.1130812,100.78,1616.012096
6,1,152,14,19.4026,1.443857428,0,4.24229,30,1.9654956,100.74,1505.306588
6,1,152,15,20.115,1.5195339,0,3.68308,30,1.719846,100.71,1324.291401
6,1,152,16,20.355,1.578420999,0,4.66587,30,1.3945932,100.68,1107.106493
6,1,152,17,20.2897,1.541652557,0,3.94925,30,1.01502,100.67,856.0777635
6,1,152,18,19.9461,1.436391733,0,4.41809,30,0.506286,100.65,529.2176535
6,1,152,19,19.4889,1.257209067,0,3.79362,30,0.15176412,100.64,298.867032
6,1,152,20,18.3693,1.140409231,0,3.40668,30,0,100.64,87.89830605
6,1,152,21,16.8376,0.977296616,0,3.30799,30,0,100.65,11.86826715
6,1,152,22,15.3318,0.873535159,0,3.39043,30,0,100.68,0
6,1,152,23,13.8046,0.755075689,0,4.13262,30,0,100.69,0
6,1,152,24,12.4479,0.60082775,0,3.88461,30,0,100.68,0
6,2,153,1,11.2777,0.477098489,0,3.27008,30,0,100.65,0
6,2,153,2,10.324,0.378486567,0,3.12289,30,0,100.63,0
6,2,153,3,9.2894,0.28460306,0,2.84146,30,0,100.61,10.83767274
6,2,153,4,8.58265,0.227179535,0,3.19381,30,0,100.59,57.21368085
6,2,153,5,9.13201,0.25840219,0,3.20576,30,0.18154548,100.58,323.767134
6,2,153,6,10.5486,0.356472584,0,3.6722,30,0.5435064,100.58,569.4427935
6,2,153,7,12.1454,0.470009101,0,3.09753,30,0.9397584,100.57,830.213163
6,2,153,8,13.7562,0.593073877,0,3.02141,30,1.3483656,100.55,1096.167969
6,2,153,9,15.5176,0.745555435,0,3.44182,30,1.6888968,100.5,1320.268887
6,2,153,10,16.8241,0.849421706,0,3.56781,30,1.8414396,100.49,1423.593617
6,2,153,11,18.2133,0.993778341,0,4.13928,30,2.1310056,100.44,1619.004303
6,2,153,12,19.1363,1.143598908,0,4.77842,30,2.1698316,100.39,1646.929517
6,2,153,13,20.5252,1.353737659,0,4.43989,30,2.1209868,100.32,1611.689333
6,2,153,14,21.1936,1.500665961,0,4.92262,30,1.983222,100.29,1512.621558
6,2,153,15,21.5857,1.604161434,0,4.33271,30,1.7293536,100.26,1327.283609
6,2,153,16,21.5623,1.585530098,0,4.71672,30,1.3922028,100.27,1099.392561
6,2,153,17,21.5391,1.575982529,0,4.07991,30,1.0080936,100.24,847.931967
6,2,153,18,21.1599,1.483640008,0,4.32664,30,0.5799132,100.23,571.571271
6,2,153,19,20.1805,1.31355883,0,2.16368,30,0.069561,100.26,226.161531
6,2,153,20,14.0545,0.416389529,0,2.40767,30,0,100.39,60.43827285
6,2,153,21,12.4164,0.359432517,0,2.08421,30,0,100.44,10.27252598
6,2,153,22,11.2345,0.252317347,0,2.20006,30,0,100.45,0
6,2,153,23,10.7476,0.207437434,0,1.33466,30,0,100.45,0
6,2,153,24,10.5238,0.197146196,0,1.00779,30,0,100.49,0
6,3,154,1,10.3036,0.173981738,0,0.362465,30,0,100.51,0
6,3,154,2,9.98516,0.145948739,0,1.16174,30,0,100.5,0.06642495
6,3,154,3,10.158,0.163596192,0,1.27445,30,0,100.49,7.147550835
6,3,154,4,10.2433,0.139332488,0,2.23016,30,0,100.49,68.682987
6,3,154,5,10.884,0.192810874,0,2.66265,30,0.14029164,100.5,303.588756
6,3,154,6,12.0638,0.308632235,0,2.39351,30,0.5630868,100.49,596.804526
6,3,154,7,13.3477,0.545724941,0,3.27534,30,0.9285156,100.5,826.157745
6,3,154,8,14.2676,0.674900743,0,2.97668,30,1.2855096,100.47,1067.379026
6,3,154,9,15.1997,0.755937502,0,2.97422,30,1.6632828,100.45,1319.571734
6,3,154,10,16.645,0.935229998,0,3.11493,30,1.873692,100.4,1459.430186
6,3,154,11,18.2185,1.102409219,0,2.42183,30,2.150208,100.36,1642.939907
6,3,154,12,18.9782,1.211915135,0,2.03367,30,1.6481196,100.3,1251.419324
6,3,154,13,19.9846,1.384979228,0,2.67556,30,2.2920912,100.23,1666.211261
6,3,154,14,20.0631,1.345204241,0,2.8681,30,1.1129724,100.16,855.578034
6,3,154,15,20.2505,1.284202576,0,2.69319,30,0.8408412,100.11,643.877811
6,3,154,16,19.999,1.1817867,0,2.91946,30,0.636084,100.06,538.7598135
6,3,154,17,20.2475,1.425429646,0,3.9457,30,0.5005224,100.02,458.64063
6,3,154,18,18.9264,1.118446875,0,2.78948,30,0.07391664,99.98,149.4668313
6,3,154,19,18.3062,0.975496041,0,2.97995,30,0,99.96,96.40892565
6,3,154,20,17.5036,0.887425736,0,2.68103,30,0,99.96,39.3280947
6,3,154,21,16.3823,0.766898667,0,2.7396,30,0,99.95,4.820436
6,3,154,22,15.6074,0.644604696,0,2.20224,30,0,99.92,0
6,3,154,23,14.8636,0.535027315,0,2.33373,30,0,99.87,0
6,3,154,24,14.2511,0.436651016,0,2.41537,30,0,99.84,0
6,4,155,1,13.3711,0.306575003,0,2.52864,30,0,99.8,0
6,4,155,2,12.0146,0.181346035,0,2.12421,30,0,99.8,0
6,4,155,3,11.5188,0.124932634,0,1.87651,30,0,99.76,8.344351575
6,4,155,4,11.5675,0.104181551,0,2.0761,30,0,99.75,57.5129016
6,4,155,5,12.1194,0.101918692,0,3.03309,30,0.10188252,99.77,200.0982726
6,4,155,6,13.231,0.163946235,0,2.51762,30,0.29120796,99.75,289.193256
6,4,155,7,14.1435,0.297335704,0,2.93166,30,0.3782628,99.74,313.694397
6,4,155,8,14.8989,0.436950025,0,3.40467,30,0.32622948,99.71,256.1144535
6,4,155,9,14.6603,0.354520975,0,3.30252,30,0.21526704,99.73,177.3258255
6,4,155,10,15.2942,0.435162096,0,3.429,30,1.2648996,99.73,914.587245
6,4,155,11,15.4249,0.536371328,0,2.80935,30,0.6311916,99.73,474.5641095
6,4,155,12,15.8514,0.619223936,0,3.67001,30,0.5166288,99.75,390.755565
6,4,155,13,15.8372,0.628394004,0,3.99954,30,0.6398568,99.76,476.5918185
6,4,155,14,17.2224,0.850091339,0,2.80971,30,1.492776,99.72,1129.479156
6,4,155,15,18.3281,0.981623327,0,2.56475,30,1.0514376,99.67,820.7717715
6,4,155,16,18.0246,0.927488908,0,3.13743,30,0.542088,99.64,481.17987
6,4,155,17,17.9121,0.882047346,0,3.02868,30,0.407988,99.62,376.79193
6,4,155,18,17.8106,0.850067867,0,2.46253,30,0.16301952,99.59,260.5688325
6,4,155,19,17.3086,0.797573974,0,2.16315,30,0.01495386,99.59,75.36517245
6,4,155,20,16.365,0.615241068,0,2.87323,30,0,99.59,21.14349345
6,4,155,21,14.3092,0.296737246,0,2.51486,30,0,99.55,0.49866629
6,4,155,22,14.5085,0.479015459,0,2.51353,30,0,99.48,0
6,4,155,23,12.4749,0.232575657,0,2.37353,30,0,99.46,0
6,4,155,24,11.4853,0.114249597,0,2.18547,30,0,99.42,0
6,5,156,1,11.055,0.09915868,0.062083333,2.15718,30,0,99.43,0
6,5,156,2,10.7714,0.091693157,0.062083333,2.71647,30,0,99.45,0
6,5,156,3,11.5157,0.122413809,0.062083333,3.28277,30,0,99.45,4.853689605
6,5,156,4,11.775,0.116000068,0.062083333,2.92217,30,0,99.48,15.89084285
6,5,156,5,12.2507,0.159679841,0.062083333,3.1962,30,0.08001756,99.48,83.04455475
6,5,156,6,12.7229,0.206938646,0.062083333,3.58914,30,0.27641412,99.49,226.527588
6,5,156,7,13.1611,0.256670245,0.062083333,4.41354,30,0.5196816,99.55,398.035575
6,5,156,8,13.8431,0.335961033,0.062083333,4.08566,30,0.9654984,99.6,729.1505835
6,5,156,9,14.3302,0.444430477,0.062083333,4.52816,30,0.7668144,99.65,612.7609095
6,5,156,10,15.8416,0.658439222,0.062083333,4.66145,30,1.3763952,99.69,1025.989907
6,5,156,11,16.0938,0.696446108,0.062083333,4.90142,30,1.5093792,99.76,1114.884176
6,5,156,12,16.0895,0.690027049,0.062083333,4.15949,30,1.0422252,99.81,789.621966
6,5,156,13,16.048,0.71791464,0.062083333,4.46533,30,1.056654,99.89,781.3774575
6,5,156,14,16.301,0.711104385,0.062083333,3.87664,30,0.6124932,99.91,465.92064
6,5,156,15,16.6805,0.711130287,0.062083333,2.56576,30,0.577134,99.9,451.027467
6,5,156,16,17.3505,0.772635453,0.062083333,3.91497,30,0.7662384,99.87,618.878997
6,5,156,17,17.5083,0.803667036,0.062083333,3.29117,30,0.446364,99.86,381.978423
6,5,156,18,17.0375,0.650327279,0.062083333,2.82475,30,0.16855668,99.86,187.0331225
6,5,156,19,16.7449,0.631958576,0.062083333,2.80699,30,0,99.9,67.1204583
6,5,156,20,14.8321,0.302719737,0.062083333,3.12771,30,0,99.94,14.09564174
6,5,156,21,13.9496,0.13829745,0.062083333,1.93718,30,0,99.91,4.92017625
6,5,156,22,13.6984,0.138148306,0.062083333,2.59104,30,0,99.84,0
6,5,156,23,13.1304,0.141440379,0.062083333,2.69692,30,0,99.77,0
6,5,156,24,12.0278,0.045727777,0.062083333,3.03075,30,0,99.72,0
6,6,157,1,11.3193,0,0.154166667,3.58212,30,0,99.6,0.0333153
6,6,157,2,10.4539,0.000422027,0.154166667,3.67542,30,0,99.53,0
6,6,157,3,10.5364,0.018053787,0.154166667,4.52141,30,0,99.54,1.861687755
6,6,157,4,9.50383,0.115736476,0.154166667,4.68611,30,0,99.61,133.742421
6,6,157,5,10.2758,0.136922155,0.154166667,4.67284,30,0.21140712,99.68,311.8332645
6,6,157,6,10.566,0.171526696,0.154166667,4.4256,30,0.22987584,99.8,192.3522597
6,6,157,7,11.0034,0.190187524,0.154166667,4.63715,30,0.4090932,99.9,315.388953
6,6,157,8,11.8282,0.276559314,0.154166667,4.69144,30,0.5246316,100.02,408.141216
6,6,157,9,12.9483,0.396870527,0.154166667,5.36363,30,1.7556228,100.11,1366.311866
6,6,157,10,13.4533,0.47235261,0.154166667,4.8006,30,1.0051488,100.18,743.3116425
6,6,157,11,14.4472,0.614210931,0.154166667,6.16295,30,1.2466152,100.24,940.4847495
6,6,157,12,15.4661,0.754474459,0.154166667,5.51168,30,1.4745528,100.31,1134.466169
6,6,157,13,16.0075,0.852989811,0.154166667,5.85143,30,1.4141232,100.37,1065.816086
6,6,157,14,16.2992,0.874537712,0.154166667,4.06059,30,1.2761136,100.42,984.931884
6,6,157,15,16.3,0.901098285,0.154166667,4.7082,30,1.230534,100.5,959.567013
6,6,157,16,15.8401,0.850904147,0.154166667,3.63039,30,0.4777524,100.57,435.9348135
6,6,157,17,15.5696,0.790745893,0.154166667,3.32016,30,0.3584484,100.59,348.733044
6,6,157,18,15.2311,0.726984447,0.154166667,2.18782,30,0.12110724,100.65,172.2725937
6,6,157,19,14.7382,0.571858576,0.154166667,1.91291,30,0.04179852,100.66,122.7385008
6,6,157,20,14.0563,0.419918605,0.154166667,1.38144,30,0,100.71,54.28810395
6,6,157,21,13.3537,0.365323287,0.154166667,1.58865,30,0,100.73,9.14221188
6,6,157,22,12.6578,0.280363904,0.154166667,1.54044,30,0,100.74,0
6,6,157,23,12.1717,0.220876455,0.154166667,1.8043,30,0,100.74,0
6,6,157,24,11.5611,0.15393256,0.154166667,1.41534,30,0,100.76,0
6,7,158,1,11.0717,0.108732624,0.090416667,1.85417,30,0,100.75,0
6,7,158,2,10.5089,0.049185041,0.090416667,1.26905,30,0,100.75,0
6,7,158,3,10.2184,0.016426318,0.090416667,1.33027,30,0,100.72,2.726034705
6,7,158,4,10.0967,0,0.090416667,1.57034,30,0,100.75,9.70737921
6,7,158,5,9.9851,0,0.090416667,1.29805,30,0.04049352,100.76,48.10461975
6,7,158,6,10.0026,0,0.090416667,1.40365,30,0.029819664,100.83,45.1126179
6,7,158,7,10.2913,0.013163226,0.090416667,1.55189,30,0.3882348,100.84,292.882617
6,7,158,8,11.3914,0.09892544,0.090416667,1.51781,30,0.739134,100.89,550.993932
6,7,158,9,12.3136,0.223190615,0.090416667,1.55563,30,1.1483532,100.91,927.917478
6,7,158,10,13.5753,0.342351677,0.090416667,1.51572,30,1.444518,100.93,1074.325883
6,7,158,11,13.8949,0.325964244,0.090416667,1.69466,30,0.5169888,100.97,374.5318365
6,7,158,12,14.7105,0.429711821,0.090416667,2.03295,30,1.2143412,100.99,854.0829585
6,7,158,13,15.3331,0.495901365,0.090416667,1.83069,30,1.116792,101.03,822.7994805
6,7,158,14,16.5486,0.710908949,0.090416667,2.09622,30,1.455912,101.04,1057.70525
6,7,158,15,16.6721,0.701024953,0.090416667,1.95212,30,1.0474236,101.06,792.2810205
6,7,158,16,17.4931,0.798690077,0.090416667,2.38311,30,1.4451804,101.07,1075.290381
6,7,158,17,17.386,0.81773385,0.090416667,2.60524,30,0.9572796,101.07,767.880648
6,7,158,18,17.5651,0.936881838,0.090416667,2.34388,30,0.4274748,101.08,448.699509
6,7,158,19,16.6872,0.732491925,0.090416667,2.11909,30,0.14118516,101.13,233.408637
6,7,158,20,15.9692,0.630512781,0.090416667,2.44283,30,0,101.16,70.5778461
6,7,158,21,14.6516,0.487171245,0.090416667,2.20271,30,0,101.23,17.15413023
6,7,158,22,13.657,0.354878826,0.090416667,2.54548,30,0,101.28,0
6,7,158,23,12.3133,0.187580674,0.090416667,2.69226,30,0,101.33,0
6,7,158,24,11.3976,0.089069927,0.090416667,2.53647,30,0,101.37,0
6,8,159,1,10.8341,0.050696842,0.005,2.37078,30,0,101.4,0
6,8,159,2,10.3038,0.031576778,0.005,1.80838,30,0,101.45,0
6,8,159,3,10.04,0.022188781,0.005,1.01158,30,0,101.49,16.12353582
6,8,159,4,10.1303,0.023770826,0.005,1.9738,30,0,101.52,104.487269
6,8,159,5,11.0077,0.075394816,0.005,1.58622,30,0.20073492,101.55,330.8476635
6,8,159,6,12.3894,0.158744231,0.005,1.03079,30,0.5596236,101.59,579.118626
6,8,159,7,14.8281,0.357819674,0.005,0.668508,30,0.947934,101.62,839.7532665
6,8,159,8,16.1802,0.518707504,0.005,1.26988,30,1.3401612,101.65,1092.011783
6,8,159,9,17.4231,0.682984749,0.005,1.72403,30,1.7013384,101.68,1331.139546
6,8,159,10,18.6185,0.860947791,0.005,2.31032,30,1.8706356,101.7,1410.826865
6,8,159,11,19.3576,1.007987104,0.005,2.61464,30,2.0630412,101.71,1548.458127
6,8,159,12,20.0008,1.208861088,0.005,2.5537,30,2.0851776,101.69,1560.858822
6,8,159,13,20.2838,1.187389128,0.005,2.34593,30,2.1363804,101.69,1600.717905
6,8,159,14,20.8783,1.367691834,0.005,2.70137,30,1.8791136,101.69,1408.998636
6,8,159,15,21.2922,1.459752499,0.005,2.49423,30,1.6182108,101.67,1237.69013
6,8,159,16,21.142,1.548832201,0.005,2.61764,30,0.953118,101.67,788.2585065
6,8,159,17,20.6786,1.394010891,0.005,2.5122,30,0.6159024,101.65,551.158452
6,8,159,18,19.3213,1.161244478,0.005,3.45125,30,0.3593016,101.65,380.5162515
6,8,159,19,18.2238,1.027532213,0.005,3.18042,30,0.27094104,101.64,375.130278
6,8,159,20,16.7511,0.903445616,0.005,2.36871,30,0,101.64,89.99264565
6,8,159,21,15.8782,0.786088591,0.005,1.91229,30,0,101.71,11.86826715
6,8,159,22,14.5345,0.62064757,0.005,1.9346,30,0,101.71,0
6,8,159,23,13.1309,0.432681029,0.005,2.09104,30,0,101.68,0
6,8,159,24,12.1777,0.311907151,0.005,2.34691,30,0,101.63,0
6,9,160,1,11.5613,0.249433452,0.322916667,2.66844,30,0,101.57,0
6,9,160,2,11.6817,0.234011839,0.322916667,3.29355,30,0,101.5,0
6,9,160,3,11.6106,0.087598813,0.322916667,2.8105,30,0,101.4,0.0333153
6,9,160,4,11.6694,0.040764541,0.322916667,2.36377,30,0,101.33,4.122315945
6,9,160,5,12.2004,0.036763383,0.322916667,3.67209,30,0.023832792,101.17,25.6647087
6,9,160,6,12.7211,0.037553823,0.322916667,3.974,30,0.06220152,101.1,48.6366363
6,9,160,7,12.9219,0,0.322916667,4.02761,30,0.10212948,101.04,73.902384
6,9,160,8,12.4745,0,0.322916667,4.34517,30,0.06531912,101.04,51.03019665
6,9,160,9,12.2725,0,0.322916667,3.88006,30,0.25783524,100.99,178.9878888
6,9,160,10,12.4969,0,0.322916667,3.22555,30,0.19997532,100.96,138.8951874
6,9,160,11,13.0762,0,0.322916667,3.34628,30,0.16785324,100.93,117.2529927
6,9,160,12,13.976,0,0.322916667,3.11435,30,0.4513608,100.89,305.217504
6,9,160,13,14.5762,0.008586998,0.322916667,2.69514,30,0.194067,100.89,134.7396179
6,9,160,14,15.403,0,0.322916667,2.26176,30,0.16283268,100.93,120.4113654
6,9,160,15,14.7469,0,0.322916667,2.39165,30,0.21516336,100.98,170.4441596
6,9,160,16,13.6762,0,0.322916667,3.49006,30,0.16731504,101.07,126.528219
6,9,160,17,13.5957,0.028329589,0.322916667,3.33316,30,0.6371928,101.15,470.6074035
6,9,160,18,14.4892,0.142396576,0.322916667,3.06502,30,0.7369452,101.19,635.6662065
6,9,160,19,14.9312,0.191298599,0.322916667,2.10334,30,0.06048324,101.27,208.2432465
6,9,160,20,14.6765,0.138277313,0.322916667,2.03093,30,0,101.32,134.5401374
6,9,160,21,14.3999,0.093653227,0.322916667,2.1739,30,0,101.41,26.29625985
6,9,160,22,13.1259,0.078386323,0.322916667,2.55583,30,0,101.48,0.764621096
6,9,160,23,12.1369,0.09542244,0.322916667,2.54138,30,0,101.53,0
6,9,160,24,11.4618,0.100970034,0.322916667,2.53624,30,0,101.58,0
6,10,161,1,10.5882,0.08056258,0,2.54718,30,0,101.63,0
6,10,161,2,10.9357,0.104481135,0,2.56135,30,0,101.65,2.227374585
6,10,161,3,10.5239,0.119689383,0,2.6347,30,0,101.71,24.23523555
6,10,161,4,9.81987,0.101624349,0,2.30124,30,0,101.74,137.2662338
6,10,161,5,11.0142,0.126297833,0,2.53885,30,0.20603736,101.79,351.1617705
6,10,161,6,12.6868,0.189061589,0,2.50602,30,0.5625396,101.85,597.4029675
6,10,161,7,13.2428,0.270745079,0,2.58498,30,0.9577224,101.89,854.1487665
6,10,161,8,14.0582,0.404971991,0,2.84176,30,1.3606956,101.93,1110.96243
6,10,161,9,15.3538,0.5958694,0,3.43976,30,1.7994672,101.95,1389.085547
6,10,161,10,16.515,0.777991549,0,2.94439,30,2.0241072,101.97,1543.870076
6,10,161,11,17.0382,0.953076753,0,2.45236,30,1.9753164,101.97,1503.114359
6,10,161,12,17.5987,1.064735029,0,2.96954,30,2.0430324,101.98,1536.024528
6,10,161,13,18.2329,1.153063603,0,2.65429,30,1.8581076,101.97,1413.586688
6,10,161,14,18.7381,1.218364542,0,3.13618,30,2.1903984,101.95,1609.262663
6,10,161,15,18.8705,1.236576002,0,2.587,30,1.7468388,101.93,1302.317699
6,10,161,16,18.8988,1.254953275,0,2.63186,30,1.2387636,101.92,984.9997485
6,10,161,17,18.786,1.223941795,0,2.86045,30,0.6952464,101.9,636.19884
6,10,161,18,18.5277,1.224714824,0,2.92818,30,0.6017724,101.89,595.1079135
6,10,161,19,17.819,1.104371182,0,2.44659,30,0.19630224,101.91,339.326613
6,10,161,20,16.7591,0.95456101,0,2.21018,30,0,101.94,133.6757904
6,10,161,21,15.3241,0.813545344,0,1.97587,30,0,101.99,18.35093097
6,10,161,22,14.1782,0.656179841,0,2.03773,30,0,102.05,0
6,10,161,23,12.8841,0.443258514,0,1.93888,30,0,102.07,0
6,10,161,24,12.0986,0.318295335,0,1.72438,30,0,102.1,0
6,11,162,1,11.3242,0.227189154,0,1.6844,30,0,102.1,0
6,11,162,2,10.3559,0.126117388,0,1.6015,30,0,102.1,0.09974025
6,11,162,3,9.81818,0.071654964,0,1.86126,30,0,102.12,23.5037385
6,11,162,4,9.15578,0.040845987,0,1.64014,30,0,102.12,90.5246622
6,11,162,5,10.2187,0.105210641,0,1.05089,30,0.16236324,102.13,319.345659
6,11,162,6,11.859,0.206856717,0,1.12083,30,0.5295132,102.18,578.485224
6,11,162,7,13.4326,0.327608265,0,0.592404,30,0.9204984,102.2,831.6095265
6,11,162,8,15.0452,0.45964725,0,1.03873,30,1.3035024,102.25,1079.38076
6,11,162,9,16.5359,0.642865975,0,1.64385,30,1.6528896,102.29,1308.168441
6,11,162,10,17.8526,0.807014037,0,1.32581,30,1.8910728,102.31,1462.08924
6,11,162,11,18.7922,1.051262869,0,1.83825,30,1.3032108,102.3,1049.425781
6,11,162,12,19.85,1.27668092,0,1.53217,30,2.4855516,102.3,1809.160632
6,11,162,13,19.4211,1.159821445,0,1.77261,30,0.5342796,102.29,452.4567345
6,11,162,14,20.0009,1.34768219,0,0.934572,30,0.9425736,102.27,783.7712235
6,11,162,15,20.839,1.53956699,0,1.79201,30,1.5102,102.26,1118.176632
6,11,162,16,20.9498,1.557843849,0,1.24286,30,1.1220084,102.23,867.945825
6,11,162,17,20.0515,1.224965277,0,3.76704,30,0.7049664,102.24,607.1096475
6,11,162,18,19.0739,1.122715687,0,2.32597,30,0.28015452,102.23,356.1467265
6,11,162,19,18.6711,1.127469371,0,1.55218,30,0.19483164,102.22,330.516567
6,11,162,20,18.1442,1.086562963,0,1.22575,30,0,102.22,144.7130259
6,11,162,21,17.4095,1.079903683,0,2.05971,30,0,102.25,26.4626307
6,11,162,22,15.346,0.820309775,0,2.54004,30,0,102.25,0
6,11,162,23,13.4474,0.578554511,0,2.45791,30,0,102.25,0
6,11,162,24,12.632,0.45694831,0,2.46686,30,0,102.26,0
6,12,163,1,11.9759,0.358962228,0,2.41107,30,0,102.24,0
6,12,163,2,11.2438,0.309691173,0,2.34218,30,0,102.21,0.13305555
6,12,163,3,10.4781,0.237377934,0,2.4974,30,0,102.19,32.94513
6,12,163,4,10.8861,0.232188596,0,2.61469,30,0,102.21,130.5840483
6,12,163,5,11.8462,0.277583683,0,2.49822,30,0.3999132,102.18,414.7240725
6,12,163,6,13.5645,0.414217091,0,2.83588,30,0.6076368,102.17,595.208682
6,12,163,7,16.0411,0.66929962,0,2.66384,30,1.1817288,102.15,952.6180995
6,12,163,8,18.0069,0.941246213,0,2.52272,30,1.3339296,102.14,1053.614871
6,12,163,9,18.9894,1.060526287,0,2.74064,30,1.9091016,102.11,1424.457347
6,12,163,10,19.777,1.14745138,0,2.8474,30,0.9906192,102.09,781.276689
6,12,163,11,20.4722,1.258339279,0,2.93928,30,1.2767796,102.07,968.77602
6,12,163,12,21.4995,1.560430363,0,3.79594,30,1.4001444,102.07,1058.137115
6,12,163,13,22.2275,1.651887217,0,3.45038,30,1.7306532,102.06,1279.245825
6,12,163,14,22.241,1.634157662,0,2.10437,30,1.0829412,102.05,818.3451015
6,12,163,15,22.6376,1.744140077,0,2.4726,30,1.0467216,101.98,810.166401
6,12,163,16,22.3524,1.777774991,0,2.58327,30,0.53928,101.96,459.570168
6,12,163,17,21.7817,1.554407072,0,2.10299,30,0.31967136,101.94,327.4585515
6,12,163,18,20.0871,1.197793427,0,3.65418,30,0.26955144,101.92,298.06911
